caso_id_canonico,tomo,source_file,li,lf,lfr,retroceso,bloque_total,token_siguiente,sig_caso_id,linea_corte_texto,clasificacion_corte,firma_entre_lfr_lf,firma_linea,firma_texto,hay_dispositivo_perdido,contexto_lfr_menos2,contexto_lfr_menos1,contexto_lfr,contexto_lfr_mas1,contexto_lfr_mas2
339_p464,339,LibroVol339.1.md,17258,17387,17323,64,129,Figueroa,339_p468,"garantías del pueblo…” (Convencional Figueroa, Convención Na­",otro,,,,SI,en la que se señaló que “…vamos a dar a luz…a una importantí­,"sima institución en defensa de los intereses, los derechos y de las","garantías del pueblo…” (Convencional Figueroa, Convención Na­","cional Constituyente, 13 Reunión – 3° Sesión Ordinaria (continua­","ción), 20 de julio de 1994, pág. 1525); “…a través de esta institución"
339_p597,339,LibroVol339.1.md,22318,22366,22340,26,48,Artículo,339_p599,con todos los requisitos exigidos por el artículo 7º del reglamento,otro,SI,22362,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,SI,Que a fs. 56/57 la recurrente pretende la rectificación de la re­,"solución de fs. 55, que desestimó la queja por no haberse cumplido",con todos los requisitos exigidos por el artículo 7º del reglamento,aprobado por acordada 4/07. Afirma que dicha exigencia se encon­,"traba cumplida, pues oportunamente había acompañado copia de la"
339_p662,339,LibroVol339.1.md,24754,25299,24971,328,545,Infracción,339_p1601,normas en vigor” y a la estricta aplicación del artículo 63 del Código,otro,SI,25292,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,SI,"del cómputo de la prescripción, se debió exclusivamente al incumpli­",miento de los obligados de observar “los plazos...establecidos por las,normas en vigor” y a la estricta aplicación del artículo 63 del Código,"Penal (conf. art. 20, primer párrafo, de la ley 19.359).",IV
339_p754,339,LibroVol339.1.md,28221,28367,28338,29,146,Nación,339_p758,DE JUSTICIA DE LA NACIÓN,sumario_header,SI,28360,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,SI,,757,DE JUSTICIA DE LA NACIÓN,339,-V-
339_p781,339,LibroVol339.1.md,29286,29856,29828,28,570,Passanisi,339_p1727,"grado de protección (Fallos: 332:2454, considerandos 12 a 15).",cita,,,,,evolución a quien hubiera quedado absolutamente desamparada en,caso de aplicarse la legislación anterior que establecía un menor,"grado de protección (Fallos: 332:2454, considerandos 12 a 15).",Esa situación de total desamparo no se verifica en el caso de,"autos. Por el contrario, es un dato no controvertido que las dispo­"
339_p1206,339,LibroVol339.2.md,9877,9905,9887,18,28,Cooperativa,339_p1207,la causa Cooperativa de Crédito Premium Limitada y otros c/ Ban­,otro,SI,9899,Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan,SI,"Buenos Aires, 23 de agosto de 2016.",Vistos los autos: “Recurso de hecho deducido por Carlos Suaya en,la causa Cooperativa de Crédito Premium Limitada y otros c/ Ban­,co Central de la República Argentina s/ Entidades Financieras – ley,"21.526”, para decidir sobre su procedencia."
339_p1223,339,LibroVol339.2.md,10448,11691,11474,217,1243,Centro,339_p290,23) Que la legitimación de Walter Abarca y Evangelina Elizabeth Ra­,otro,SI,11682,Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan,SI,dos provinciales a fs. 12; Partido Justicialista de la Provincia de Bue­,nos Aires a fs. 57).,23) Que la legitimación de Walter Abarca y Evangelina Elizabeth Ra­,mírez fundada en su carácter de miembros integrantes de la Cámara,"de Diputados de la Provincia de Buenos Aires dista mucho, también, de"
339_p1393,339,LibroVol339.2.md,16855,17019,16935,84,164,Álvarez,339_p456,"lectual y Motor (CEDIM), ubicado en San Miguel, provincia de Buenos",otro,,,,,"Luego, en julio de 2013, G.H.A.P. fue dado de alta de aquel nosoco­","mio, e internado en el Centro de Estimulación al Discapacitado Inte­","lectual y Motor (CEDIM), ubicado en San Miguel, provincia de Buenos","Aires, en el cual permanece al día de hoy, donde es visitado por su tía","S.l.G. (v. fs. 34, 54, 65, 103, 109 y 120, y certificación cit. de fs. 174)."
339_p1622,339,LibroVol339.2.md,25505,25733,25561,172,228,Obra,339_p683,"diciembre de 2010; L. 125, L. XLV in re “López, Vanesa Maricel; Olié,",otro,,,,,de febrero del corriente año; Fallos: 333:1179; 333:927; 329:3542; M. 52;,"L. XLV, in re “Morano, José Antonio s/ extradición”, resuelta el 14 de","diciembre de 2010; L. 125, L. XLV in re “López, Vanesa Maricel; Olié,","Félix Adrián s/ extradición”, resuelta el 15 de junio de 2010; P. 529, L.","XLIII, in re “Paravinja, Miroslav s/ extradición por parte del Reino de"
339_p1713,339,LibroVol339.2.md,28842,28898,28877,21,56,Infracción,339_p1715,infracción (Fallos: 314:277; 315:754: 316:3122; 317:541; 322:2215; 323:2221:,cita,SI,28894,Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan,,tituir la segunda el ardid sin el cual no puede darse la primera y debe,entender la justicia federal en razón de la naturaleza de esta última,infracción (Fallos: 314:277; 315:754: 316:3122; 317:541; 322:2215; 323:2221:,326:3415).,"Por las consideraciones expuestas, opino que debe entender en la"
339_p1720,339,LibroVol339.2.md,29097,29142,29134,8,45,Elena,339_p1722,Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan,firma_juez,SI,29135,Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan,,"Por ello, se desestima el recurso de hecho planteado. Declárase","perdido el depósito de fs. 2. Notifíquese y, oportunamente, archívese.",Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan,Carlos Maqueda – Carlos Fernando Rosenkrantz.,"Recurso de queja interpuesto por Carlos Alberto Silva, codemandado en autos, repre­"
339_p1793,339,LibroVol339.2.md,31882,31954,31889,65,72,Mendoza,339_p1795,"MENDOZA, BEATRIZ SILVIA y Otros c/ ESTADO",sumario_header,,,,,Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan,Carlos Maqueda – Horacio Rosatti – Carlos Fernando Rosenkrantz.,"MENDOZA, BEATRIZ SILVIA y Otros c/ ESTADO",NACIONAL y Otros s/ daños y perjuicios (daños derivados de la,contaminación ambiental del Río Matanza-Riachuelo)
339_p1820,339,LibroVol339.2.md,32840,33250,33071,179,410,Comita,339_p873,del Ministerio Público de una eventual condena civil o penal por las,otro,SI,33240,Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan Carlos,SI,"das. De acuerdo con el alcance otorgado por nuestros constituyentes,",esas inmunidades no solo protegen a los legisladores y magistrados,del Ministerio Público de una eventual condena civil o penal por las,"expresiones vertidas en ejercicio de la función, sino también de la po­",sibilidad de estar sometidos a un proceso de esa naturaleza.
340_p415,340,LibroVol340.1.md,15467,15691,15645,46,224,Alianza,340_p1383,"administrativo, su derecho a ser escuchado, a expresar libremente su",otro,,,,SI,Derechos del Niño dispone que los Estados partes tienen la obligación,"concreta de garantizar a cada niño, en todo procedimiento judicial o","administrativo, su derecho a ser escuchado, a expresar libremente su",opinión en todos los asuntos que lo afectan y a que sea debidamente te­,"nida en cuenta, en función de su edad y madurez (art. 12 de la Conven­"
340_p626,340,LibroVol340.1.md,23617,23675,23652,23,58,Programa,340_p628,"ción PSA n° 74/2010 y Programa Nacional de Seguridad de la Aviación,",otro,SI,23673,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,,DE JUSTICIA DE LA NACIÓN,340,"ción PSA n° 74/2010 y Programa Nacional de Seguridad de la Aviación,","apéndice n° 10, sección 7.5, subsección 7.5.2) y de ese modo afectó el",normal funcionamiento de la terminal aeroportuaria con riesgo para
340_p641,340,LibroVol340.1.md,24132,24232,24216,16,100,Cavallo,340_p1606,"1629, “Pirelli Neumáticos SAl y C”). Sobre esa base, estimo que en los",otro,,,,,jurisdicción deben ser resueltos por aplicación de las leyes nacionales,"de procedimientos (Fallos: 326:1534, “Delgado”; 330:1623, “Mega SRL”,","1629, “Pirelli Neumáticos SAl y C”). Sobre esa base, estimo que en los",juicios derivados de contratos laborales entre particulares resulta apli­,"cable el artículo 24 de la ley 18.345 y, en consecuencia, es competente,"
340_p737,340,LibroVol340.1.md,27725,27793,27786,7,68,Provincia,340_p739,"de Lomas de Zamora, Provincia de Buenos Aires, al que se le remitirá.",otro,SI,27789,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,,declara que deberá entender en la causa en la que se originó el presen­,te incidente el Juzgado de Garantías n° 2 del Departamento Judicial,"de Lomas de Zamora, Provincia de Buenos Aires, al que se le remitirá.",Hágase saber al Juzgado Nacional en lo Criminal y Correccional n° 10.,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan
340_p739,340,LibroVol340.1.md,27795,27985,27955,30,190,Buenos,340_p745,ma de Buenos Aires” (conf. fs. 41/43 y 44/46).,otro,SI,27974,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Carlos,SI,"pólizas de seguro de caución n° 260.646 y 287.900, las “partes se some­",ten a la jurisdicción de los Tribunales Ordinarios de la Ciudad Autóno­,ma de Buenos Aires” (conf. fs. 41/43 y 44/46).,Tal postura fue reafirmada por la actora en el escrito de demanda,"(conf. fs. 58, apartado VII)."
340_p802,340,LibroVol340.1.md,30121,30353,30260,93,232,Infracción,340_p808,"Téngase para ello presente que las actas de infracción labradas,",otro,,,,SI,"ye la lesión de los derechos invocados (arg. Fallos: 306:1125; 317:335,",entre otros).,"Téngase para ello presente que las actas de infracción labradas,","aportadas como prueba de la supuesta lesión, no están dirigidas a la","demandante, que es productora habilitada de las especialidades vete­"
340_p1094,340,LibroVol340_2.md,4479,4585,4514,71,106,Salud,340_p128,Apelada esa decisión por el Ministerio Público Fiscal y la parte,otro,SI,4566,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,SI,Julio Jesús Sabra y Carlos Jorge Franke en orden a los delitos por los,cuales se los había acusado.,Apelada esa decisión por el Ministerio Público Fiscal y la parte,querellante –AFIP-DGA- la Sala I de la Cámara Federal de Casación,Penal casó la sentencia y con fecha 5 de marzo de 2013 revocó las ab-
340_p1129,340,LibroVol340_2.md,5889,6159,6074,85,270,Ministerio,340_p169,barrera aduanera que afecta incluso al comercio interprovincial,otro,SI,6152,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,SI,cimiento de la obligación tributaria es la mera navegación de los,"ríos, y que en esos términos el gravamen se constituye como una",barrera aduanera que afecta incluso al comercio interprovincial,"en violación a los artículos 9°, 10, 11, 16, 28, 75, inc. 13, y 126 de la",Constitución Nacional.
340_p1480,340,LibroVol340_2.md,19297,20471,20202,269,1174,Irazábal,340_p516,cia de Buenos Aires” (considerando 19).,otro,SI,20463,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,SI,"gas públicas con relación a aquellas entidades que, igualmente libres,","habilitadas y con idéntica actividad, decidieron instalarse en la Provin-",cia de Buenos Aires” (considerando 19).,"15) Que, en tales condiciones, no se advierte razón suficiente para",que la actora que realiza las actividades incluidas en las categorías
340_p1557,340,LibroVol340_2.md,22270,22795,22603,192,525,Estado,340_p1570,"gencias provenientes de la complejidad de las funciones del Estado,",otro,,,,SI,Central- la facultad de dictar normas específicas a las cuales debe,"ajustarse la actividad bancaria, cuando están de por medio las exi-","gencias provenientes de la complejidad de las funciones del Estado,",toda vez que las atribuciones de que se trata no son aquellas a las,que puede considerarse indelegables en razón de su naturaleza ín-
340_p1680,340,LibroVol340_2.md,27054,27252,27205,47,198,Rossi,340_p722,cuenta la resolución de superintendencia 7022/11-S.L. (fs. 62/65). La,otro,SI,27249,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Horacio,SI,previo ante el Superior Tribunal de Justicia de la Provincia del Chu-,"but, que fue denegado el 18 de marzo de 2011, en los términos que da",cuenta la resolución de superintendencia 7022/11-S.L. (fs. 62/65). La,demanda se promovió el 4 de octubre de 2011 (conf. cargo de fs. 11).,Reiteradamente ha dicho el Tribunal que los actos interruptivos o
340_p1940,340,LibroVol340_2.md,37240,38214,37965,249,974,Asociación,340_p1965,de reunión pacífica y de asociación ante el Consejo de Derechos Hu-,otro,SI,37991,Juan Carlos Maqueda.,SI,"Sobre este punto, corresponde recordar que la cuestión ha sido",objeto de examen del Relator Especial sobre los derechos a la libertad,de reunión pacífica y de asociación ante el Consejo de Derechos Hu-,"manos de Naciones Unidas, quien destacó que no se debe considerar",responsables o exigir cuentas a los organizadores y participantes en
341_p122,341,LibroVol341.1.md,4582,4622,4611,11,40,Queja,341_p124,en el caso- la Corte se abstiene de dictar pronunciamiento en la queja,otro,SI,4620,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,SI,Que no corresponde integrar el depósito establecido en el artículo,286 del Código Procesal Civil y Comercial de la Nación cuando –como,en el caso- la Corte se abstiene de dictar pronunciamiento en la queja,por considerarlo inoficioso (Fallos: 286:220 y 300:712; conf. causa CSJ,"772/2010 (46-M)/CS1 “M., G. y otro c/ Swiss Medical SA s/ amparo”, sen­"
341_p1246,341,LibroVol341.2.md,14798,14977,14856,121,179,Municipalidad,341_p1251,Vistos los autos: “Municipalidad de Berazategui c/ Molinos Río de,vistos,SI,14873,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan,SI,FALLO DE LA CORTE SUPREMA,"Buenos Aires, 27 de septiembre de 2018.",Vistos los autos: “Municipalidad de Berazategui c/ Molinos Río de,la Plata S.A. s/ apremio”.,
341_p1408,341,LibroVol341.2.md,20976,21201,21173,28,225,Vertullo,341_p552,infraestructura ferroviaria afectada a la prestación de un servicio pú­,otro,,,,,"tión pertenece al dominio público del Estado Nacional, cuya adminis­",tración y explotación corresponde a la ADIF S.E. por ser parte de la,infraestructura ferroviaria afectada a la prestación de un servicio pú­,"blico y por encontrarse en zona de vía, aspecto que no ha sido materia","de debate en autos. Ello es así, pues aun si se entendiera que el bien"
342_p148,342,LibroVol342-1.md,5939,6371,5949,422,432,Salomón,342_p1456,"Recurso de queja interpuesto por el Banco del Tucumán S.A, los señores Jorge Hora­",otro,SI,6114,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco,SI,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco —,Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Horacio Rosatti.,"Recurso de queja interpuesto por el Banco del Tucumán S.A, los señores Jorge Hora­",cio Brito; Delfín Jorge Ezequiel Carballo; Luis Carlos Cerolini; Jorge Pablo Brito;,Claudio Alejandro Cerezo y Waldo Camilo López representados por el Dr. Hugo Ni­
342_p643,342,LibroVol342-1.md,25394,25454,25446,8,60,Estado,342_p645,cisión de fs. 38. Notifíquese y siga la causa según su estado.,otro,SI,25448,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco —,,reconocimiento del derecho invocado.,"Por ello, se admite el recurso de fs. 39/41 y se deja sin efecto la de­",cisión de fs. 38. Notifíquese y siga la causa según su estado.,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco —,Ricardo Luis Lorenzetti.
342_p867,342,LibroVol342-1.md,34071,34377,34120,257,306,Municipalidad,342_p2183,"Argentina S.A. y Asociart S.A. ART en la causa Fernández, Sergio Her­",otro,SI,34263,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo,SI,"Buenos Aires, 28 de mayo de 2019.",Vistos los autos: “Recursos de hecho deducidos por Unilever de,"Argentina S.A. y Asociart S.A. ART en la causa Fernández, Sergio Her­",nán c/ Unilever de Argentina S.A. s/ despido”.,Considerando:
342_p1249,342,LibroVol342-1.md,48875,48981,48880,101,106,Martínez,342_p1252,"Recurso de queja interpuesto por María Cristina Martínez Córdoba, Defensora Pú­",otro,,,,,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco —,Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Horacio Rosatti.,"Recurso de queja interpuesto por María Cristina Martínez Córdoba, Defensora Pú­",blica de Menores e Incapaces ante los Tribunales Nacionales de Segunda Instancia,"en lo Civil, Comercial y del Trabajo."
342_p1302,342,LibroVol342-2.md,169,424,301,123,255,Unión,342_p1,"1°) Que los actores, agentes del Instituto Nacional de Investigación",otro,,,,,FALLOS DE LA CORTE SUPREMA,Considerando:,"1°) Que los actores, agentes del Instituto Nacional de Investigación","y Desarrollo Pesquero –INIDEP–, promovieron demanda con el obje­",to de que se los reencasillara en un nivel superior al que ostentaban
342_p1847,342,LibroVol342-2.md,21045,22964,22383,581,1919,Gobierno,342_p533,García Lema,otro,,,,SI,María Rosa Caballero.,Disidencia del Señor Conjuez Doctor Don Alberto Manuel,García Lema,Considerando:,1°) Que el suscripto comparte lo expuesto en los primeros 28 con­
342_p2125,342,LibroVol342-2.md,32100,32501,32199,302,401,Luis,342_p824,"Buenos Aires, 3 de diciembre de 2019.",otro,SI,32304,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco —,SI,FALLOS DE LA CORTE SUPREMA,FALLO DE LA CORTE SUPREMA,"Buenos Aires, 3 de diciembre de 2019.",Vistos los autos: “Alpacor Asociados SRL c/ AFIP s/ amparo,ley 16.986”.
342_p2251,342,LibroVol342-2.md,36983,37143,37139,4,160,Estado,342_p2256,"tanto no causa estado por ser de carácter provisional, no puede servir",otro,,,,,presentación del concurso preventivo de la demandada.,"6°) Que, por lo demás, la medida cautelar dispuesta en la causa, en","tanto no causa estado por ser de carácter provisional, no puede servir",como fundamento eficiente para desplazar el conocimiento hacia el,tribunal que conoce en el concurso preventivo de la demandada.
343_p365,343,LibroVol343-1.md,13884,14180,14023,157,296,Servicio,343_p373,"blecimientos turísticos que presten un servicio de alojamiento, cual­",otro,,,,SI,"Por su lado, el artículo 375 de ese cuerpo normativo indica que: “…",Son agentes de percepción los titulares o responsables de los esta­,"blecimientos turísticos que presten un servicio de alojamiento, cual­","quiera sea su clase, categoría o modalidad”.","Asimismo, el art. 378 de la ordenanza antes aludida señala que"
343_p1181,343,LibroVol343-2.md,19236,20522,20226,296,1286,Asociación,343_p519,"Judicial de Morón, Provincia de Buenos Aires; fs. 130/131 ibídem).",otro,SI,20518,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco —,SI,"vta., respecto de las fotografías glosadas a fs. 493/494, de la causa 2757",del registro del Tribunal Oral en lo Criminal n° 1 del Departamento,"Judicial de Morón, Provincia de Buenos Aires; fs. 130/131 ibídem).",En oportunidad de explicar la fuente de la información incorpo­,"rada en esa declaración testimonial, Casco aseveró que mantuvo una"
343_p1247,343,LibroVol343-2.md,21786,22041,22018,23,255,Álvarez,343_p576,"de firma: de letrado, la decisión condujo al estado de indefensión que,",otro,,,,,"conocimiento de las normas y principios jurídicos. En el caso, al tener",sin más por no presentados los escritos de la sindicatura por la falta,"de firma: de letrado, la decisión condujo al estado de indefensión que,","precisamente, se pretende evitar con la exigencia de patrocinio jurídico.","En suma, el pronunciamiento recurrido resulta descalificable en"
343_p1332,343,LibroVol343-2.md,25146,25313,25240,73,167,Administración,343_p1337,"Glaciología y Ciencias Ambientales, de la Administración Nacional de",otro,,,,SI,"En este sentido, manifiesta que dicha resolución conjunta no se","basa en dictámenes concluyentes del Instituto Argentino de Nivología,","Glaciología y Ciencias Ambientales, de la Administración Nacional de",Parques Nacionales ni del Instituto de Prevención Sísmica. Explica,que el procedimiento de evaluación de impacto ambiental no cum­
343_p1684,343,LibroVol343-3.md,8934,9073,8972,101,139,Tuero,343_p913,"de una cooperativa del puerto de Bahía Blanca, sufrió un accidente",otro,SI,9066,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco —,SI,Considerando:,"1º) Que el actor, quien se desempeñó como estibador portuario","de una cooperativa del puerto de Bahía Blanca, sufrió un accidente",de trabajo al caer de una escalera del buque en que trabajaba. Ini­,ció acción persiguiendo el cobro de una indemnización por reparación
344_p645,344,LibroVol344-1.md,25152,25463,25164,299,311,Ministerio,344_p1902,al Jefe de Gobierno y al Procurador de la Ciudad Autónoma de Buenos,otro,SI,25170,Juan Carlos Maqueda.,SI,derles en defensa de sus derechos. A los fines de la notificación a los,"señores gobernadores y fiscales de Estado de las referidas provincias,",al Jefe de Gobierno y al Procurador de la Ciudad Autónoma de Buenos,"Aires, líbrense sendos oficios a los respectivos juzgados federales de","cada una de las ciudades capitales (art. 341 del código citado), cuyo"
344_p997,344,LibroVol344-1.md,38722,38909,38893,16,187,Consumidores,344_p2251,e) a la Dirección Nacional de Migraciones y a la División Inves­,otro,SI,38904,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan,,mientos que se susciten y/o el avance del proceso judicial iniciado en,la República Federativa de Brasil;,e) a la Dirección Nacional de Migraciones y a la División Inves­,tigación Federal de Fugitivos y Extradiciones −Departamento Inter­,pol− que informen a este Tribunal acerca de cualquier modificación
344_p1102,344,LibroVol344-1.md,42735,44121,43888,233,1386,Paoli,344_p3720,Disidencia del Señor Presidente Doctor Don Carlos Fernando,header_voto,,,,SI,en la presente. Notifíquese y remítase.,Horacio Rosatti.,Disidencia del Señor Presidente Doctor Don Carlos Fernando,Rosenkrantz,Considerando:
344_p1920,344,LibroVol344-2.md,25784,26092,25788,304,308,Consejo,344_p666,ministración de Parques Nacionales formule una propuesta de gobierno,otro,,,,,Corresponde rechazar el pedido de la comunidad actora de ampliación,"de la medida cautelar oportunamente decretada, tendiente a que la Ad­",ministración de Parques Nacionales formule una propuesta de gobierno,del Parque entre funcionarios de ese organismo y las autoridades indí­,"genas, a fin de garantizar la participación en la gestión de sus recursos"
344_p2011,344,LibroVol344-2.md,29357,29487,29399,88,130,Emdersa,344_p757,"ante la Cámara Federal de Casación Penal en la causa Moneta, Raúl",otro,,,,,"Buenos Aires, 12 de agosto de 2021.",Vistos los autos: “Recurso de hecho deducido por el Fiscal General,"ante la Cámara Federal de Casación Penal en la causa Moneta, Raúl","Juan Pedro y otros s/ otros, asociación ilícita y quiebra fraudulenta”,",para decidir sobre su procedencia.
344_p2109,344,LibroVol344-2.md,33143,33257,33219,38,114,Torres,344_p3469,"por la actora (v. FTU 14778/2019/CS1; “Sandile, José c/ Asociación Mu­",otro,SI,33252,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan,SI,"Así descripto, el planteo exige determinar la pertinencia de la co­","bertura y, por ende, del reintegro del dinero oportunamente erogado","por la actora (v. FTU 14778/2019/CS1; “Sandile, José c/ Asociación Mu­","tual Sancor s/ ley 23.660”, del 26/12/19).","En ese marco, los extremos disputados conducirán, en suma, a la"
344_p2665,344,LibroVol344-3.md,1461,1589,1527,62,128,Medidas,344_p2669,Violación medidas propagación epidemia (art. 205) “ y en ausencia de,otro,SI,1582,Horacio Rosatti – Carlos Fernando Rosenkrantz – Juan Carlos,SI,ción por esas autoridades (Conf. lo dictaminado el 30 de noviembre,"pasado en la causa nº CSJ 1237/2020/CS1 in re “P, Gastón Alejandro s/",Violación medidas propagación epidemia (art. 205) “ y en ausencia de,"alguna otra circunstancia que haga surtir la jurisdicción federal, de na­","turaleza excepcional y restrictiva (Fallos: 317:931; 322:2996 y 323:4008,"
344_p3543,344,LibroVol344-3.md,36066,36207,36074,133,141,Sánchez,344_p3547,"Tobías y Francisco Tobías Lynch y Liliana B. Díaz, Carlos Sánchez Herrera, Iván",otro,SI,36203,Horacio Rosatti – Carlos Fernando Rosenkrantz – Juan Carlos,SI,Nombre del demandado: Provincia de Santa Cruz.,"Profesionales intervinientes: Dres. Carlos Alberto Bacqué, Gastón Emilio Yaryura","Tobías y Francisco Tobías Lynch y Liliana B. Díaz, Carlos Sánchez Herrera, Iván","Fernando Saldivia, Carlos Javier Ramos, Fiscal de Estado.",Ministerio Público: Dra. Laura Monti.
344_p3720,344,LibroVol344-3.md,42775,42921,42872,49,146,Asociación,344_p3725,"asociación ilícita y falsedad ideológica”, sentencia del 11 de agosto",otro,SI,42917,Horacio Rosatti - Carlos Fernando Rosenkrantz – Juan Carlos,SI,"“Viale, Claudio Horacio s/ pedido de inhibitoria en autos SAC 230928","Barbero, José Luis y otros - estafa procesal y otro s/ estafa procesal,","asociación ilícita y falsedad ideológica”, sentencia del 11 de agosto","de 2015, entre muchos otros).","5°) Que, en tal inteligencia, cabe recordar también que sobre la"
344_p3725,344,LibroVol344-3.md,42923,43549,43254,295,626,Comunidad,344_p3741,caracterizaba la actividad productiva de la “comunidad isleña y un te­,otro,SI,43539,Horacio Rosatti - Carlos Fernando Rosenkrantz – Juan Carlos,SI,"isleñas y de zonas ganaderas de campos bajos”. Pero, “hace 20 años,",estas quemas producían bajo impacto” debido a la menor escala que,caracterizaba la actividad productiva de la “comunidad isleña y un te­,jido social enlazada a las mismas”: consistente en “ganadería de baja,"escala, apicultura y pesca”."
345_p632,345,LibroVol345-1.md,24176,24230,24216,14,54,Planteo,345_p634,"5°) Que por otra parte, respecto del planteo invocado en relación a",otro,SI,24226,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos,SI,"meses sin que la parte cumpliese con la carga procesal impuesta, ni",realizare actividad procesal alguna para mantener viva la instancia.,"5°) Que por otra parte, respecto del planteo invocado en relación a","la situación patrimonial, resulta improcedente en tanto no constituye","una causal válida de exención (art. 13, ley 23.898), como fue señalado"
345_p938,345,LibroVol345-2.md,2269,2544,2530,14,275,Barrera,345_p58,"Vistos los autos: “A., B. R. c/ Swiss Medical SA Medicina Privada s/",vistos,,,,SI,FALLO DE LA CORTE SUPREMA,"Buenos Aires, 20 de septiembre de 2022.","Vistos los autos: “A., B. R. c/ Swiss Medical SA Medicina Privada s/",amparo ley 16.986”.,Considerando:
345_p1370,345,LibroVol345-2.md,18788,18926,18814,112,138,Recurso,345_p1374,terpuso recurso de apelación ordinario (fs. 436) que fue concedido a fs.,otro,,,,,por los hechos investigados en el proceso 10899/06 RGNR (fs. 407/429).,"2º) Que, contra esa decisión, el Defensor Oficial del requerido in­",terpuso recurso de apelación ordinario (fs. 436) que fue concedido a fs.,437 y fundado en esta instancia por el señor Defensor General Adjunto,"de la Nación (fs. 449/453). A su turno, el señor Procurador General de"
346_p57,346,LibroVol346-1.md,2183,2212,2193,19,29,Recurso,346_p58,Vistos los autos: “Recurso de hecho deducido por Dirección Na­,vistos,,,,,FALLO DE LA CORTE SUPREMA,"Buenos Aires, 16 de febrero de 2023.",Vistos los autos: “Recurso de hecho deducido por Dirección Na­,cional del Servicio Penitenciario Federal en la causa Colonia Penal,"de Ezeiza (U.19) y otros s/ hábeas corpus”, para decidir sobre su"
346_p314,346,LibroVol346-1.md,12133,12294,12175,119,161,Incidente,346_p1081,"en la causa Núñez, Elsa Rosalía c/ Estado Nacional y otro s/ daños y",otro,SI,12249,Horacio Rosatti — Carlos Fernando Rosenkrantz (en disidencia)—,SI,"Buenos Aires, 20 de abril de 2023.",Vistos los autos: “Recurso de hecho deducido por la demandada,"en la causa Núñez, Elsa Rosalía c/ Estado Nacional y otro s/ daños y","perjuicios”, para decidir sobre su procedencia.",Considerando:
346_p491,346,LibroVol346-1.md,19010,19104,19018,86,94,Buenos,346_p494,"Buenos Aires, 16 de mayo de 2023.",otro,SI,19102,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos,SI,fensa en juicio.,FALLO DE LA CORTE SUPREMA,"Buenos Aires, 16 de mayo de 2023.",Vistos los autos: “Recurso de hecho deducido por la actora en la,"causa E., M. S. y otro c/ OSDE s/ sumarísimo de salud”, para decidir"
346_p1087,346,LibroVol346-2.md,12402,12423,12416,7,21,Administración,346_p1089,ADMINISTRACIÓN de PARQUES NACIONALES c/,sumario_header,,,,,,OCTUBRE,ADMINISTRACIÓN de PARQUES NACIONALES c/,"SAN LUIS, PROVINCIA de s/ Acción declarativa de",inconstitucionalidad y escrituración
